contig_id,class,family
Gordonia~phage~Lambo,16,16
Gordonia~phage~Ranch,16,16
Gordonia~phage~Sadboi,16,16
Gordonia~phage~Yikes,16,16
Pseudomonas~phage~Lana,16,16
Lactobacillus~phage~Lrm1,16,16
Arthrobacter~phage~Laroye,16,16
Arthrobacter~phage~LiSara,16,16
Arthrobacter~phage~Salgado,16,16
Arthrobacter~phage~Wheelbite,16,16
Fusobacterium~phage~Fnu1,16,16
Clostridium~phage~phiCD111,16,16
Clostridium~phage~phiCD146,16,16
Clostridium~phage~phiCD38~2,16,16
Eggerthella~phage~PMBT5,16,16
Arthrobacter~phage~Liebe,16,16
Mycobacterium~phage~Halo,16,16
Mycobacterium~phage~Liefie,16,16
Flavobacterium~phage~vB_FspS_hemulen6~1,16,16
Flavobacterium~phage~vB_FspS_lillamy9~1,16,16
Flavobacterium~phage~vB_FspS_morran9~1,16,16
Flavobacterium~phage~vB_FspS_sniff9~1,16,16
Flavobacterium~phage~vB_FspS_snork6~1,16,16
Flavobacterium~phage~vB_FspS_stinky9~1,16,16
Acinetobacter~phage~IME_AB3,16,16
Acinetobacter~phage~vB_AbaS_Loki~genome~assembly,16,16
Streptomyces~phage~phiBT1,16,16
Bacteriophage~phi~C31~complete~genome,16,16
Brevibacterium~phage~LuckyBarnes,16,16
Gordonia~phage~Lucky10,16,16
Faecalibacterium~phage~FP_Lugh,16,16
Bacillus~phage~vB_BtS_BMBtp2,16,16
Bacillus~phage~TP21~L,16,16
Bacillus~phage~Mgbh1,16,16
Arthrobacter~phage~Maja,16,16
Arthrobacter~phage~DrManhattan,16,16
Mycobacterium~phage~vB_MapS_FF47,16,16
Mycobacterium~phage~Muddy,16,16
Vibrio~phage~vB_VpaS_MAR10,16,16
Vibrio~vulnificus~phage~SSP002,16,16
Enterobacteria~phage~BP~4795,16,16
Escherichia~phage~JLK~2012,16,16
Mycobacterium~phage~Marvin,16,16
Mycobacterium~phage~MosMoris,16,16
Pseudomonas~phage~PMBT3,16,16
Microbacterium~phage~MementoMori,16,16
Microbacterium~phage~Fireman,16,16
Microbacterium~phage~Metamorphoo,16,16
Microbacterium~phage~RobsFeet,16,16
Microbacterium~phage~Min1,16,16
Streptococcus~phage~7201,16,16
Streptococcus~phage~DT1,16,16
Streptococcus~phage~Abc2,16,16
Streptococcus~phage~Sfi19,16,16
Streptococcus~phage~Sfi21,16,16
Gordonia~phage~Adgers,16,16
Gordonia~phage~Beaver,16,16
Gordonia~phage~BirksAndSocks,16,16
Gordonia~phage~Chelms,16,16
Gordonia~phage~Flakey,16,16
Gordonia~phage~Jellybones,16,16
Gordonia~phage~John316,16,16
Gordonia~phage~Monty,16,16
Gordonia~phage~Sombrero,16,16
Gordonia~phage~SteveFrench,16,16
Arthrobacter~phage~Circum,16,16
Arthrobacter~phage~Mudcat,16,16
Arthrobacter~phage~Mufasa8,16,16
Flavobacterium~phage~vB_FspS_filifjonk9~1,16,16
Flavobacterium~phage~vB_FspS_mumin9~1,16,16
Flavobacterium~phage~vB_FspS_mymlan6~1,16,16
Flavobacterium~phage~vB_FspS_snusmum6~1,16,16
Flavobacterium~phage~vB_FspS_tooticki6~1,16,16
Enterobacteria~phage~IME_EC2,16,16
Salmonella~phage~Lumpael,16,16
Dinoroseobacter~phage~vB_DshS~R5C,16,16
Burkholderia~phage~BcepNazgul,16,16
Microbacterium~phage~Neferthena,16,16
Escherichia~virus~Lambda_2G7b~genome~assembly,16,16
Escherichia~phage~Lambda_ev243~genome~assembly,16,16
Lactococcus~phage~P078,16,16
Lactococcus~phage~P092,16,16
Lactococcus~phage~P118,16,16
Lactococcus~phage~P162,16,16
Pseudomonas~phage~nickie,16,16
Salmonella~phage~9NA,16,16
Salmonella~phage~FSL~SP~069~hypothetical~proteins,16,16
Gordonia~phage~Nyceirae,16,16
Faecalibacterium~phage~FP_oengus,16,16
Mycobacterium~virus~BAKA,16,16
Mycobacterium~phage~Courthouse,16,16
Mycobacterium~virus~LittleE,16,16
Mycobacterium~phage~Omega,16,16
Mycobacterium~phage~Optimus,16,16
Mycobacterium~phage~Thibault,16,16
Gordonia~phage~BrutonGaster,16,16
Gordonia~phage~OneUp,16,16
Gordonia~phage~Orchid,16,16
Thermus~phage~P23~45,16,16
Thermus~phage~P74~26,16,16
Propionibacterium~phage~ATCC29399B_C,16,16
Propionibacterium~phage~ATCC29399B_T,16,16
Propionibacterium~phage~Attacne,16,16
Propionibacterium~phage~Keiki,16,16
Propionibacterium~phage~Kubed,16,16
Propionibacterium~phage~Lauchelly,16,16
Propionibacterium~phage~MrAK,16,16
Propionibacterium~phage~Ouroboros,16,16
Propionibacterium~phage~P9.1,16,16
Propionibacterium~phage~P105,16,16
Propionibacterium~phage~P14.4,16,16
Propionibacterium~phage~P100_1,16,16
Propionibacterium~phage~P1.1,16,16
Propionibacterium~phage~P100_A,16,16
Propionibacterium~phage~P100D,16,16
Propionibacterium~phage~P101A,16,16
Propionibacterium~phage~P104A,16,16
Propionibacterium~phage~PA6,16,16
Propionibacterium~phage~Pacnes~2012~15,16,16
Propionibacterium~phage~PAD20~endogenous~virus,16,16
Propionibacterium~phage~PAS50~endogenous~virus,16,16
Propionibacterium~phage~PHL009M11,16,16
Propionibacterium~phage~PHL025M00,16,16
Propionibacterium~phage~PHL037M02,16,16
Propionibacterium~phage~PHL041M10,16,16
Propionibacterium~phage~PHL060L00,16,16
Propionibacterium~phage~PHL067M01,16,16
Propionibacterium~phage~PHL070N00,16,16
Propionibacterium~phage~PHL071N05,16,16
Propionibacterium~phage~PHL082M03,16,16
Propionibacterium~phage~PHL092M00,16,16
Propionibacterium~phage~PHL095N00,16,16
Propionibacterium~phage~PHL111M01,16,16
Propionibacterium~phage~PHL112N00,16,16
Propionibacterium~phage~PHL113M01,16,16
Propionibacterium~phage~PHL114L00,16,16
Propionibacterium~phage~PHL116M00,16,16
Propionibacterium~phage~PHL117M00,16,16
Propionibacterium~phage~PHL117M01,16,16
Propionibacterium~phage~PHL132N00,16,16
Propionibacterium~phage~PHL141N00,16,16
Propionibacterium~phage~PHL151M00,16,16
Propionibacterium~phage~PHL151N00,16,16
Propionibacterium~phage~PHL152M00,16,16
Propionibacterium~phage~PHL163M00,16,16
Propionibacterium~phage~PHL171M01,16,16
Propionibacterium~phage~PHL179M00,16,16
Propionibacterium~phage~PHL194M00,16,16
Propionibacterium~phage~PHL199M00,16,16
Propionibacterium~phage~PHL301M00,16,16
Propionibacterium~phage~PHL308M00,16,16
Propionibacterium~phage~Pirate,16,16
Propionibacterium~phage~Procrass1,16,16
Propionibacterium~phage~SKKY,16,16
Propionibacterium~phage~Solid,16,16
Propionibacterium~phage~Stormborn,16,16
Propionibacterium~phage~Wizzo,16,16
Pseudomonas~phage~PaMx28,16,16
Pseudomonas~phage~PaMx74,16,16
Enterobacteria~phage~2851,16,16
Enterobacteria~phage~YYZ~2008,16,16
Stx2~converting~phage~1717,16,16
Stx2~converting~phage~Stx2a_WGPS6~proviral~DNA,16,16
Stx2~converting~phage~Stx2a_WGPS8~proviral~DNA,16,16
Mycobacterium~phage~Papyrus,16,16
Mycobacterium~phage~Send513,16,16
Mycobacterium~phage~Patience,16,16
Rhodococcus~phage~ReqiPepy6,16,16
Rhodococcus~phage~ReqiPoco6,16,16
Enterococcus~phage~phiFL1A,16,16
Enterococcus~phage~phiFL2A,16,16
Enterococcus~phage~phiFL3A,16,16
Streptomyces~phage~Picard,16,16
Microbacterium~phage~Pikmin,16,16
Lactobacillus~phage~PLE2,16,16
Lactobacillus~phage~iLp84,16,16
Lactobacillus~phage~PLE3,16,16
Corynebacterium~phage~Poushou,16,16
Mycobacterium~phage~Predator,16,16
Providencia~phage~vB_PreS_PR1,16,16
Listeria~phage~LP~030~2,16,16
Bacteriophage~PSA~complete~genome,16,16
Methanobacterium~phage~psiM2,16,16
Propionibacterium~phage~PFR1,16,16
Lactococcus~phage~Q54,16,16
Microbacterium~phage~KaiHaiDragon,16,16
Microbacterium~phage~Paschalis,16,16
Microbacterium~phage~Quhwah,16,16
Escherichia~phage~Lambda_ev099~genome~assembly,16,16
Streptomyces~phage~Darolandstone,16,16
Streptomyces~phage~Raleigh,16,16
Bacteriophage~vB_NpeS~2AV2,16,16
Nodularia~phage~vB_NspS~kac65v151,16,16
Nodularia~phage~vB_NspS~kac68v161,16,16
Bacteriophage~N15,16,16
Rhodococcus~phage~Hiro,16,16
Rhodococcus~phage~RER2,16,16
Rhodococcus~phage~RGL3,16,16
Rhodococcus~phage~Takoda,16,16
Rhizobium~phage~vB_RglS_P106B,16,16
Streptomyces~phage~DrGrey,16,16
Streptomyces~phage~Rima,16,16
Staphylococcus~phage~CNPH82,16,16
Staphylococcus~phage~CNPx,16,16
Staphylococcus~phage~IME1348_01,16,16
Staphylococcus~phage~vB_SepiS~phiIPLA5,16,16
Staphylococcus~phage~vB_SepiS~phiIPLA7,16,16
Staphylococcus~phage~PH15,16,16
Bacillus~phage~phi4J1,16,16
Microbacterium~phage~Hendrix,16,16
Gordonia~phage~Fryberger,16,16
Gordonia~phage~Ronaldo,16,16
Aeromonas~phage~pIS4~A~genomic~sequence,16,16
Streptomyces~phage~Rowa,16,16
Gordonia~phage~DumpsterDude,16,16
Gordonia~phage~Ruthy,16,16
Streptomyces~phage~Jay2Jay,16,16
Streptomyces~phage~Mildred21,16,16
Streptomyces~phage~NootNoot,16,16
Streptomyces~phage~Paradiddles,16,16
Streptomyces~phage~Peebs,16,16
Streptomyces~phage~Samisti12,16,16
Pseudomonas~phage~SM1,16,16
Corynebacterium~phage~Adelaide,16,16
Corynebacterium~phage~Dina,16,16
Corynebacterium~phage~SamW,16,16
Corynebacterium~phage~StAB,16,16
Corynebacterium~phage~Stiles,16,16
Lactococcus~lactis~phage~BK5~T~complete~genome,16,16
Phage~Salvo,16,16
Phage~Sano,16,16
Caulobacter~phage~Sansa,16,16
Enterococcus~phage~BC~611,16,16
Enterococcus~phage~IME~EF1,16,16
Enterococcus~phage~SAP6,16,16
Enterococcus~phage~VD13,16,16
Streptococcus~phage~SP~QS1~complete~genome,16,16
Salmonella~phage~vB_SenS_Sasha,16,16
Corynebacterium~phage~BFK20,16,16
Geobacillus~phage~TP~84,16,16
Stx2~converting~phage~Stx2a_WGPS2~proviral~DNA,16,16
Streptomyces~phage~Scap1,16,16
Gordonia~phage~Schnabeltier,16,16
Microbacterium~phage~Schubert,16,16
Leuconostoc~phage~phiMH1,16,16
Pseudomonas~phage~73,16,16
Pseudomonas~phage~vB_PaeS_SCH_Ab26,16,16
Pseudomonas~phage~vB_Pae~Kakheti25,16,16
Caulobacter~phage~Seuss,16,16
Staphylococcus~phage~vB_SepS_SEP9,16,16
Staphylococcus~phage~6ec,16,16
Lactococcus~phage~340,16,16
Lactococcus~phage~712,16,16
Lactococcus~phage~936,16,16
Lactococcus~phage~05601,16,16
Lactococcus~phage~16802,16,16
Lactococcus~phage~10W18,16,16
Lactococcus~phage~13W11L,16,16
Lactococcus~phage~16W23,16,16
Lactococcus~phage~30804,16,16
Lactococcus~phage~37201,16,16
Lactococcus~phage~38503,16,16
Lactococcus~phage~38507,16,16
Lactococcus~phage~3R16S,16,16
Lactococcus~phage~51701,16,16
Lactococcus~phage~56003,16,16
Lactococcus~phage~56301,16,16
Lactococcus~phage~57001,16,16
Lactococcus~phage~62601,16,16
Lactococcus~phage~62605,16,16
Lactococcus~phage~63302,16,16
Lactococcus~phage~66901,16,16
Lactococcus~phage~79201,16,16
Lactococcus~phage~88605,16,16
Lactococcus~phage~8V08,16,16
Lactococcus~phage~96401,16,16
Lactococcus~phage~96403,16,16
Lactococcus~phage~96603,16,16
Lactococcus~Phage~ASCC191,16,16
Lactococcus~Phage~ASCC273,16,16
Lactococcus~Phage~ASCC281,16,16
Lactococcus~Phage~ASCC465,16,16
Lactococcus~Phage~ASCC532,16,16
Lactococcus~phage~bIBB29,16,16
Lactococcus~phage~vB_Llc_bIBB5g1,16,16
Lactococcus~phage~vB_Llc_bIBBF12,16,16
Lactococcus~phage~bIL170,16,16
Lactococcus~phage~CaseusJM1,16,16
Lactococcus~phage~CB13,16,16
Lactococcus~phage~CB14,16,16
Lactococcus~phage~CB19,16,16
Lactococcus~phage~CHPC52,16,16
Lactococcus~phage~CHPC129,16,16
Lactococcus~phage~CHPC361,16,16
Lactococcus~phage~CHPC362,16,16
Lactococcus~phage~CHPC781,16,16
Lactococcus~phage~CHPC958,16,16
Lactococcus~phage~CHPC959,16,16
Lactococcus~phage~CHPC964,16,16
Lactococcus~phage~CHPC965,16,16
Lactococcus~phage~fd13,16,16
Lactococcus~phage~i0139,16,16
Lactococcus~phage~jm2,16,16
Lactococcus~phage~jm3,16,16
Lactococcus~phage~LP0209,16,16
Lactococcus~phage~LP0903,16,16
Lactococcus~phage~LP8511,16,16
Lactococcus~phage~LP9207,16,16
Lactococcus~phage~LP9404,16,16
Lactococcus~phage~LP9609,16,16
Lactococcus~phage~LP9903,16,16
Lactococcus~phage~LP9908,16,16
Lactococcus~phage~LP1502a,16,16
Lactococcus~phage~MP1,16,16
Lactococcus~phage~MV10L,16,16
Lactococcus~phage~P008,16,16
Lactococcus~lactis~phage~p272,16,16
Lactococcus~lactis~phage~P475,16,16
Lactococcus~phage~P656,16,16
Lactococcus~phage~P680,16,16
Lactococcus~phage~P1532,16,16
Lactococcus~phage~P4565,16,16
Lactococcus~phage~phi7,16,16
Lactococcus~phage~phi15,16,16
Lactococcus~phage~936~group~phage~Phi4.2,16,16
Lactococcus~phage~936~group~phage~Phi44,16,16
Lactococcus~phage~936~group~phage~Phi109,16,16
Lactococcus~phage~phi145,16,16
Lactococcus~phage~936~group~phage~Phi155,16,16
Lactococcus~phage~936~group~phage~Phi19.3,16,16
Lactococcus~phage~936~group~phage~Phi5.12,16,16
Lactococcus~phage~936~group~phage~Phi91127,16,16
Lactococcus~phage~936~group~phage~PhiA.16,16,16
Lactococcus~phage~936~group~phage~PhiB1127,16,16
Lactococcus~phage~936~group~phage~PhiE1127,16,16
Lactococcus~phage~936~group~phage~PhiF0139,16,16
Lactococcus~phage~936~group~phage~PhiJF1,16,16
Lactococcus~phage~936~group~phage~PhiL.6,16,16
Lactococcus~phage~936~group~phage~PhiL.18,16,16
Lactococcus~phage~936~group~phage~PhiLj,16,16
Lactococcus~phage~936~group~phage~PhiM1127,16,16
Lactococcus~phage~936~group~phage~PhiS0139,16,16
Lactococcus~phage~R31,16,16
Lactococcus~phage~sk1,16,16
Lactococcus~phage~SL4,16,16
Bacillus~phage~Slash,16,16
Bacillus~phage~Stahl,16,16
Bacillus~phage~Staley,16,16
Bacillus~phage~Stills,16,16
Rhodococcus~phage~Sleepyhead,16,16
Gordonia~phage~Bachita,16,16
Gordonia~phage~ClubL,16,16
Gordonia~phage~Smoothie,16,16
Arthrobacter~phage~Sonali,16,16
Gordonia~phage~Soups,16,16
Gordonia~phage~Strosahl,16,16
Gordonia~phage~Waits,16,16
Gordonia~phage~Sour,16,16
Oenococcus~phage~phi9805,16,16
Oenococcus~phage~phiS11,16,16
Oenococcus~phage~phiS13,16,16
Mycobacterium~phage~Sparky,16,16
Bacillus~phage~SPBc2,16,16
Bacillus~phage~phi105,16,16
Microbacterium~phage~Hyperion,16,16
Microbacterium~phage~Squash,16,16
Mycobacterium~phage~Squirty,16,16
Burkholderia~phage~phi644~2~chromosome,16,16
Bacteriophage~phi1026b,16,16
Burkholderia~phage~phiE125,16,16
Achromobacter~phage~83~24,16,16
Achromobacter~phage~JWX,16,16
Lactobacillus~phage~T25~DNA,16,16
Anoxybacillus~phage~A403,16,16
Arthrobacter~phage~Tank,16,16
Flavobacterium~phage~vB_FspS_tant8~1,16,16
Gordonia~phage~Suzy,16,16
Gordonia~phage~Terapin,16,16
Lactococcus~phage~AM6,16,16
Lactococcus~phage~LW31,16,16
Lactococcus~phage~P087,16,16
Lactococcus~phage~P596,16,16
Lactococcus~phage~phiQ1~DNA,16,16
Mycobacterium~phage~Renaud18,16,16
Mycobacterium~phage~TChen,16,16
Mycobacterium~phage~ThetaBob,16,16
Streptomyces~virus~TG1,16,16
Mycobacterium~phage~Anaya,16,16
Mycobacterium~phage~Angelica,16,16
Mycobacterium~virus~CrimD,16,16
Mycobacterium~virus~Fionnbarth,16,16
Mycobacterium~virus~JAWS,16,16
Mycobacterium~phage~Larva,16,16
Mycobacterium~virus~MacnCheese,16,16
Mycobacterium~virus~Pixie,16,16
Mycobacterium~phage~TM4,16,16
Tsukamurella~phage~TIN2,16,16
Tsukamurella~phage~TIN3,16,16
Rhodobacter~phage~RcSpartan,16,16
Rhodobacter~phage~RcTitan,16,16
Mycobacterium~phage~Tortellini,16,16
Staphylococcus~phage~47,16,16
Staphylococcus~phage~SH~St~15644,16,16
Staphylococcus~phage~3A,16,16
Staphylococcus~phage~42e,16,16
Staphylococcus~phage~vB_SauS_fPfSau02,16,16
Staphylococcus~phage~phiSauS~IPLA35,16,16
Staphylococcus~phage~vB_SauS_JS02~DNA,16,16
Staphylococcus~phage~LH1,16,16
Staphylococcus~phage~P240,16,16
Staphylococcus~phage~vB_SauS_phi2,16,16
Staphylococcus~prophage~phi~12,16,16
Staphylococcus~phage~phi2958PVL,16,16
Staphylococcus~phage~phiSLT,16,16
Staphylococcus~phage~YMC~09~04~R1988,16,16
Staphylococcus~phage~SA137ruMSSAST121PVL,16,16
Staphylococcus~phage~SAP11,16,16
Staphylococcus~phage~phiSa2wa_st1,16,16
Staphylococcus~phage~phiSa2wa_st5,16,16
Staphylococcus~phage~phiSa2wa_st30,16,16
Staphylococcus~phage~phiSa2wa_st78,16,16
Staphylococcus~phage~phiSa2wa_st121mssa,16,16
Staphylococcus~phage~StauST398~2,16,16
Staphylococcus~phage~tp310~2,16,16
Mycobacterium~phage~32HC,16,16
Rhodococcus~phage~Trina,16,16
Gordonia~phage~Trine,16,16
Arthrobacter~phage~TripleJ,16,16
Flavobacterium~phage~1H,16,16
Flavobacterium~phage~23T,16,16
Flavobacterium~phage~2A,16,16
Flavobacterium~phage~6H,16,16
Lactococcus~phage~PLgW~1,16,16
Streptomyces~phage~Lilbooboo,16,16
Streptomyces~phage~Vash,16,16
Lactococcus~phage~50902,16,16
Lactococcus~phage~62503,16,16
Lactococcus~phage~BM13,16,16
Lactococcus~phage~P1045,16,16
Lactococcus~phage~Q33,16,16
Gordonia~phage~Vendetta,16,16
Paracoccus~phage~Shpa,16,16
Pantoea~phage~vB_PagS_Vid5,16,16
Acinetobacter~phage~YMC~09~02~B1251_ABA_BP,16,16
Acinetobacter~phage~YMC11~11~R3177,16,16
Gordonia~phage~Brandonk123,16,16
Gordonia~phage~Lennon,16,16
Gordonia~phage~Vivi2,16,16
Bordetella~phage~MW2,16,16
Bordetella~phage~CN2,16,16
Bordetella~phage~FP1,16,16
Bordetella~phage~CN1,16,16
Bacillus~phage~vB_BtS_BMBtp3,16,16
Bacillus~phage~Waukesha92,16,16
Bacillus~phage~WBeta,16,16
Rhodococcus~phage~Weasels2,16,16
Rhodococcus~phage~Whack,16,16
Lactococcus~phage~1358,16,16
Mycobacteriophage~Wildcat,16,16
Streptomyces~phage~BillNye,16,16
Gordonia~phage~Twister6,16,16
Gordonia~phage~Wizard,16,16
Gordonia~phage~Woes,16,16
Streptomyces~phage~TP1604,16,16
Streptomyces~phage~YDN12,16,16
Roseobacter~phage~RDJL~Phi~1,16,16
Roseobacter~phage~RDJL~Phi~2,16,16
Xanthomonas~oryzae~phage~OP1~DNA,16,16
Xanthomonas~phage~Xop411,16,16
Xanthomonas~phage~Xp10,16,16
Arthrobacter~phage~Yang,16,16
Klebsiella~phage~KPN~N137,16,16
Klebsiella~phage~Seifer,16,16
Klebsiella~phage~Soft,16,16
Phage~phiJL001,16,16
Pseudomonas~phage~LKO4,16,16
Pseudomonas~phage~M6,16,16
Pseudomonas~phage~MP1412,16,16
Pseudomonas~phage~PAE1,16,16
Pseudomonas~phage~YuA,16,16
Gordonia~phage~Yvonnetastic,16,16
Microbacterium~phage~Zeta1847,16,16
Celeribacter~phage~P12053L,17,17
Lentibacter~virus~vB_LenP_ICBM1,17,17
Roseophage~SIO1~complete~genome,17,17
Lentibacter~virus~vB_LenP_ICBM2,17,17
Citrobacter~phage~CVT22,17,17
Pseudoalteromonas~phage~HP1,17,17
Pseudoalteromonas~phage~RIO~1,17,17
Pseudomonas~phage~PA11,17,17
Salinivibrio~phage~CW02,17,17
Vibrio~phage~VpV262,17,17
Vibrio~phage~CTXphi,18,18
Vibrio~phage~KSF~1phi,18,18
Xanthomonas~phage~Cf1c,18,18
Xanthomonas~phage~XacF1~DNA,18,18
Vibrio~phage~fs1,18,18
Vibrio~phage~ND1~fs1~DNA,18,18
Vibrio~phage~VSK,18,18
Bacteriophage~VSKK,18,18
Vibrio~phage~VEJphi,18,18
Vibrio~phage~VGJphi,18,18
Ralstonia~phage~Rs551,18,18
Ralstonia~virus~RSIBR1,18,18
Ralstonia~phage~RS603~DNA,18,18
Ralstonia~phage~RSM1,18,18
Ralstonia~phage~RSM3~DNA,18,18
Ralstonia~phage~RSMSuper~DNA,18,18
Enterobacteria~phage~If1,18,18
Enterobacteria~phage~M13,18,18
Enterobacteria~phage~fd~strain~478,18,18
Enterobacteria~phage~M13~isolate~WT~variety~Rutgers,18,18
Enterobacteria~phage~f1~isolate~f1_3_FR,18,18
Enterobacteria~phage~f1~isolate~f1_2_FR,18,18
Enterobacteria~phage~f1~isolate~f1_1_FR,18,18
Enterobacteria~phage~f1~isolate~F1_ancestral,18,18
Mutant~Enterobacteria~phage~f1~isolate~F1_3,18,18
Mutant~Enterobacteria~phage~f1~isolate~F1_2,18,18
Mutant~Enterobacteria~phage~f1~isolate~F1_1,18,18
Enterobacteria~phage~f1~DNA,18,18
Enterobacteria~phage~f1~DNA,18,18
Bacteriophage~f1,18,18
Enterobacteria~phage~I2~2,18,18
Enterobacteria~phage~Ike,18,18
Ralstonia~phage~PE226,18,18
Pseudomonas~phage~Pf1,18,18
Stenotrophomonas~phage~PSH1,18,18
Ralstonia~phage~RSS1,18,18
Ralstonia~phage~RSS0,18,18
Ralstonia~phage~RSS~TH1~DNA,18,18
Ralstonia~phage~RS611~DNA,18,18
Vibrio~phage~fs2,18,18
Vibrio~phage~VFJ,18,18
Stenotrophomonas~phage~phiSMA6~proviral~complete~genome,18,18
Stenotrophomonas~phage~phiSMA9,18,18
Stenotrophomonas~phage~phiSMA7~proviral~complete~genome,18,18
Pseudomonas~phage~Pf3,18,18
Bacteriophage~Pf3~from~Pseudomonas~aeruginosa~(New~York~strain),18,18
Vibrio~phage~VfO3K6,18,18
Vibrio~phage~VfO4K68~DNA,18,18
Vibrio~phage~VCY~phi,18,18
Vibrio~phage~Vf33,18,18
Xanthomonas~phage~Xf109,18,18
Xanthomonas~phage~Xf409,18,18
Enterobacteria~phage~alpha3,19,19
Coliphage~ID21,19,19
Coliphage~ID32,19,19
Coliphage~ID62,19,19
Coliphage~NC28,19,19
Coliphage~NC29,19,19
Coliphage~NC35,19,19
Bacteriophage~phiK~complete~genome,19,19
Enterobacteria~phage~St~1,19,19
Coliphage~WA45,19,19
Genome~of~phage~G4~(coliphage),19,19
Coliphage~ID52,19,19
Enterobacteria~phage~ID2~Moscow~ID~2001,19,19
Coliphage~phi~X174,19,19
Bdellovibrio~phage~phiMH2K,19,19
Chlamydia~phage~Chp1,19,19
Chlamydia~phage~Chp2,19,19
Chlamydia~phage~phiCPAR39,19,19
Guinea~pig~Chlamydia~phage,19,19
Escherichia~phage~EC6098,19,19
Spiroplasma~phage~4,19,19
Bat~polyomavirus~5b~DNA,20,20
Apodemus~flavicollis~polyomavirus~1~isolate~3349,20,20
Artibeus~planirostris~polyomavirus~2~isolate~A1055,20,20
Artibeus~planirostris~polyomavirus~3~isolate~A504,20,20
Ateles~paniscus~polyomavirus~1,20,20
Callosciurus~erythraeus~polyomavirus~1~isolate~10239_CE449D,20,20
Cardioderma~polyomavirus~isolate~KY336,20,20
Carollia~perspicillata~polyomavirus~1~isolate~C1109,20,20
Chlorocebus~pygerythrus~polyomavirus~1~DNA,20,20
Chlorocebus~pygerythrus~polyomavirus~3~DNA,20,20
Bat~polyomavirus~5a~DNA,20,20
Eidolon~polyomavirus~1~isolate~KY270,20,20
Gorilla~gorilla~gorilla~polyomavirus~1~isolate~5766,20,20
Merkel~cell~polyomavirus~isolate~R17b,20,20
Trichodysplasia~spinulosa~associated~polyomavirus,20,20
Human~polyomavirus~9,20,20
New~Jersey~polyomavirus~2013~isolate~NJ~PyV~2013,20,20
LI~polyomavirus~isolate~LIPyV,20,20
Macaca~fascicularis~polyomavirus~1,20,20
Mastomys~natalensis~polyomavirus~2~isolate~8173~R91,20,20
Mastomys~natalensis~polyomavirus~3~isolate~9947,20,20
Hamster~polyomavirus~isolate~Berlin~Buch,20,20
Miniopterus~schreibersii~polyomavirus~1~DNA,20,20
Miniopterus~schreibersii~polyomavirus~2~DNA,20,20
Molossus~molossus~polyomavirus~1~isolate~B1130,20,20
Murine~polyomavirus~strain~BG,20,20
Otomops~polyomavirus~KY157,20,20
Otomops~polyomavirus~KY156,20,20
Chimpanzee~polyomavirus~Bob~complete~genome,20,20
Pan~troglodytes~verus~polyomavirus~1a~isolate~6444,20,20
Pan~troglodytes~polyomavirus~3~isolate~6512,20,20
Pan~troglodytes~polyomavirus~4~isolate~3161,20,20
Pan~troglodytes~polyomavirus~5~isolate~3147,20,20
Pan~troglodytes~polyomavirus~6~isolate~5743,20,20
Pan~troglodytes~polyomavirus~7~isolate~6350,20,20
Yellow~baboon~polyomavirus~1~DNA,20,20
Philantomba~monticola~polyomavirus~1~isolate~9781~GN365,20,20
Piliocolobus~badius~polyomavirus~2~isolate~5947,20,20
Piliocolobus~rufomitratus~polyomavirus~1~isolate~4601,20,20
Sumatran~orang~utan~polyomavirus~complete~genome,20,20
Bornean~orang~utan~polyomavirus~complete~genome,20,20
Raccoon~polyomavirus~strain~R45,20,20
Bat~polyomavirus~5b1~DNA,20,20
Rattus~norvegicus~polyomavirus~1~isolate~3690,20,20
Sorex~araneus~polyomavirus~1~isolate~GER_#4608_MU~06~0215~MV,20,20
Sorex~coronatus~polyomavirus~1~isolate~#7586_MU08~1013,20,20
Sorex~minutus~polyomavirus~1~isolate~GER_#7607_MU10~2265,20,20
Sturnira~lilium~polyomavirus~1~isolate~B0454,20,20
Tree~shrew~polyomavirus~1,20,20
Tupaia~glis~polyomavirus~1~isolate~4373~Thai~87,20,20
Bat~polyomavirus~6a~DNA,20,20
Artibeus~planirostris~polyomavirus~1~isolate~R104,20,20
Callosciurus~prevostii~polyomavirus~1~isolate~10295_BH122~15,20,20
Canis~familiaris~polyomavirus~1~isolate~R006926~CT2015,20,20
Cebus~albifrons~polyomavirus~1,20,20
Cercopithecus~erythrotis~polyomavirus~1~isolate~4077,20,20
Chlorocebus~pygerythrus~polyomavirus~2~DNA,20,20
Bat~polyomavirus~2a~isolate~AT7,20,20
Bat~polyomavirus~6b~DNA,20,20
Bat~polyomavirus~6c~DNA,20,20
Sea~otter~polyomavirus~1~isolate~6831~13,20,20
Equus~caballus~polyomavirus~1~isolate~CU03,20,20
Glis~glis~polyomavirus~1~isolate~3327~ID3a,20,20
BK~polyomavirus,20,20
JC~polyomavirus,20,20
KI~polyomavirus~Stockholm~60,20,20
WU~Polyomavirus,20,20
Leptonychotes~weddellii~polyomavirus~1~isolate~WSK37,20,20
Lepus~polyomavirus~1~isolate~Lag01_EL_poly,20,20
African~elephant~polyomavirus~1,20,20
Simian~virus~40~complete~genome,20,20
Mastomys~natalensis~polyomavirus~1~DNA,20,20
Meles~meles~polyomavirus~1~isolate~French,20,20
Common~vole~polyomavirus~isolate~KS13~0947,20,20
