contig_id,proteins
Human~papillomavirus~type~134,6
Klebsiella~phage~vB_KpnP_P184,98
Pompano~iridovirus~isolate~PIV2010,115
Salmonella~phage~St162,65
Avalon~virus~strain~CanAr173~segment~L,3
Jopcycgri~virus~1~isolate~NCg19~nucleoprotein~(N),5
Pseudomonas~phage~JG004,171
Botrytis~cinerea~ourmia~like~virus~17~isolate~BCI2_DN5291,1
TPA_asm:~SsRNA~phage~SRR7976325_8~genomic~sequence,3
Rhizoctonia~cerealis~endornavirus~1,1
Rhinovirus~B102~strain~HRV~B92_p1044_sR122_2007~polyprotein~gene,1
Mycobacterium~virus~KSSJEB,85
Hart~Park~virus~nucleoprotein,9
Mirabilis~mosaic~virus,6
Heterobasidion~partitivirus~2~isolate~HetRV2~pa1~putative~RNA~dependent~RNA~polymerase~gene,3
Lymphocytic~choriomeningitis~virus~Armstrong~53b~segment~RNA~S,4
Escherichia~phage~OSYSP,170
Venezuelan~equine~encephalitis~virus~nonstructural~and~structural~polyprotein~genes,3
Salmonella~phage~vB_SenS~EnJE1,62
Mycobacterium~phage~Lukilu,214
MAG:~Sclerotinia~sclerotiorum~negative~stranded~RNA~virus~9,5
Enterovirus~B111~strain~Q0011~XZ~CHN~2000,3
MAG:~Huanggang~Rhabd~tick~virus~2~isolate~TIGMIC~1~cRNA~sequence,10
Uncultured~phage~MedDCM~OCT~S08~C159~genomic~sequence,14
Stenotrophomonas~phage~phiSMA6~proviral~complete~genome,15
Camel~associated~porprismacovirus~1~isolate~DcSCV_c1378,4
Klebsiella~phage~SBP,80
Tursiops~truncatus~papillomavirus~2,6
Klebsiella~phage~Soft,82
Human~adenovirus~30~isolate~USA~BP~7~1~1959~30~P30H30F30,33
MAG:~Hangzhou~scotinophara~lurida~lispivirus~1~isolate~DHCFY129100,6
Salmonella~phage~vB_SenS_ER1,67
Eidolon~helvum~adenovirus~DNA,26
Marine~RNA~virus~BC~4~non~structural~polyprotein~and~structural~polyprotein~genes,3
Giant~panda~anellovirus~strain~gpan20688,2
Human~cosavirus~D1,1
Wenling~frogfish~arenavirus~2~strain~XYHYG24857~segment~L,4
Latino~virus~segment~S,3
Enterovirus~G~isolate~734087~ThanhBinh_VN~2012~03~20,1
Simian~agent~5~strain~B165,1
T.aestivum~DNA~for~Wis~2~1A~retrotransposon~like~element,4
Pseudomonas~phage~vB_Paer_PsIn,169
Suid~herpesvirus~1~strain~Kaplan,86
Pseudomonas~phage~vB_PaeS_C1,56
Heartland~virus~strain~TN~segment~S~nonstructural~protein~(NSs)~and~nucleocapsid~protein~(N)~genes,4
Erwinia~phage~Ea9~2,92
Torque~teno~equus~virus~2~strain~Alberta~2018,2
Camel~associated~drosmacovirus~1,3
Giant~panda~anellovirus~strain~gpan20783,1
Escherichia~phage~DaisyDussoix,170
Escherichia~phage~vB_EcoS~BECP10,76
Munia~coronavirus~HKU13~3514,7
MAG:~TTV~like~mini~virus~isolate~SAfiA~574~5,2
Avian~paramyxovirus~17~isolate~Cheonsu1510,9
Pseudomonas~phage~PaP1,170
Streptococcus~phage~CHPC1246,51
Variegated~squirrel~bornavirus~1,6
Mint~virus~1,10
Beet~curly~top~Iran~virus~K,4
Acinetobacter~phage~vB_AbaP_B5,52
Anhanga~virus~strain~BeAn46852~segment~L,5
Cotton~leaf~curl~Kokhran~virus,3
TPA_asm:~SsRNA~phage~SRR7976301_7~genomic~sequence,4
Citrus~sudden~death~associated~virus,1
Equine~rhinitis~B~virus~1,2
Streptomyces~phage~Sitrop,73
Lactococcus~phage~8V08,55
Pitaya~virus~X~isolate~P37,3
TPA_asm:~SsRNA~phage~Gerhypos.1_28~genomic~sequence,3
Paramecium~bursaria~Chlorella~virus~NY2A,416
Human~papillomavirus~type~62~isolate~Qv18091,6
Bacillus~phage~vB_Bpu_PumA2,28
Hubei~sclerotinia~RNA~virus~1~isolate~277,3
Murine~herpesvirus~68~strain~WUMS,82
Lactococcus~phage~LP1502a,51
Pseudomonas~phage~20Sep416,167
Acinetobacter~phage~vB_AbaP_Konradin,245
Birch~leaf~roll~associated~virus~isolate~BpubFin407507,4
Escherichia~phage~tonnikala,84
Chrysanthemum~yellow~dwarf~virus~isolate~cq,7
Potato~latent~virus,5
TPA_asm:~SsRNA~phage~SRR6960799_33~genomic~sequence,3
Clivia~carlavirus~A~isolate~19~3040~RNA~dependent~RNA~polymerase~(RdRp),6
Mycobacterium~phage~Bartholomew,74
Aichivirus~A6~strain~20724x33~polyprotein~gene,1
TPA_asm:~SsRNA~phage~SRR7976326_2~genomic~sequence,5
Cronobacter~phage~LPCS28,272
TPA_asm:~SsRNA~phage~SRR6960803_2~genomic~sequence,4
Harlingen~virus~nucleoprotein,5
Salmonella~phage~1~19,159
Staphylococcus~phage~PVL~proviral~DNA,64
Mycobacterium~phage~Angelica,91
Pseudomonas~phage~vB_PaeS_PcyII~40_PfII40a~isolate~PfII40A_reads~genome~assembly,54
Chimpanzee~stool~avian~like~circovirus~Chimp17,3
Soochong~virus~1~isolate~SC~1~putative~polymerase~mRNA,3
TPA_asm:~SsRNA~phage~Zoerhiza.2_24~genomic~sequence,3
Ross~River~virus~strain~QML~1,3
Murine~adenovirus~3,27
Equine~circovirus~1~strain~Charaf,2
Bovine~enterovirus,2
TPA_asm:~SsRNA~phage~Gephyllon.1_19~genomic~sequence,3
Hardyhead~chuvirus~L~protein~(QK886_s1gp1)~gene,3
MAG:~Circoviridae~sp.~isolate~ctcg564,3
Triumfetta~yellow~mosaic~virus~isolate~BR~Msj1~10~segment~DNA~A,5
Lemur~mastadenovirus~isolate~204,33
TPA_asm:~SsRNA~phage~Esthiorhiza.2_15~genomic~sequence,3
Thrips~tabaci~associated~dsRNA~virus~2~isolate~THR~E_DN23955~hypothetical~protein~and~putative~RNA~dependent~RNA~polymerase~genes,3
Propionibacterium~phage~PHL151N00,42
TPA_asm:~SsRNA~phage~Gerhypos.2_13~genomic~sequence,3
Torque~teno~midi~virus~9~DNA,2
Infectious~bursal~disease~virus~segment~A,2
Pseudomonas~phage~JBD24,56
Subterranean~clover~mottle~virus,4
West~Caucasian~bat~virus,5
Arabidopsis~thaliana~chromosome~2~clone~F14O4~map~PR1,55
Human~enterovirus~84~isolate~CIV2003~10603,2
Stenotrophomonas~phage~Paxi,87
Human~papillomavirus~type~44,8
Viola~virus~polyprotein~gene,2
Xanthomonas~phage~phiLf2,12
Aedes~camptorhynchus~toti~like~virus~1~strain~mos172CP87493,3
Sweet~potato~mild~mottle~virus,1
Mycobacterium~phage~Quasimodo,224
Tomato~yellow~leaf~curl~virus~Mild~V1,3
TPA_asm:~SsRNA~phage~Gerhypos.4_26~genomic~sequence,4
Lunk~virus~NKS~1~segment~S,5
Tomato~leaf~curl~Sulawesi~virus~DNA~A,3
Tomato~yellow~leaf~curl~China~virus~DNA~segment~A,4
TPA_asm:~SsRNA~phage~SRR7976325_17~genomic~sequence,3
Escherichia~phage~HP3,268
TPA_asm:~SsRNA~phage~SRR7976310_2~genomic~sequence,4
Cryptophlebia~leucotreta~granulovirus,120
Staphylococcus~phage~phiSLT,68
Artashat~virus~strain~LEIV~10898Az~segment~L~RNA~dependent~RNA~polymerase~gene,1
Human~papillomavirus~type~148,6
Wuhan~Insect~virus~5~strain~YCYC02~nucleocapsid~(N),6
Sturnira~lilium~polyomavirus~1~isolate~B0454,5
Xanthomonas~phage~Elanor,83
Chagres~virus~segment~M,5
Eptesicus~serotinus~papillomavirus~type~3,7
TPA_asm:~SsRNA~phage~Gerhypos.1_4~genomic~sequence,3
Bacillus~phage~Glittering,81
Acara~virus~segment~S,3
Hepatitis~G~virus~isolate~R10291,2
MAG:~Leviviridae~sp.~isolate~166~k141_342729~genomic~sequence,3
Avian~paramyxovirus~4~isolate~APMV~4~KR~YJ~06,7
Bocaparvovirus~primate1~isolate~Salvador1,4
Shigella~phage~Sf22,264
Salmonella~phage~GSP032,90
Escherichia~phage~Lindwurm,158
Chilli~leaf~curl~Sri~Lanka~virus~isolate~CL~14,2
Klebsiella~phage~066039,82
Plasmopara~viticola~lesion~associated~ourmia~like~virus~11~isolate~DMG~B_52945~RNA~dependent~RNA~polymerase~(QKR21_gp1)~gene,1
Tomato~chlorotic~leaf~curl~virus~isolate~BR~Alt1~16~segment~DNA~A,6
Grapevine~leafroll~associated~virus~1,10
MAG:~Leviviridae~sp.~isolate~304R~k141_206076,3
Salmonella~phage~wast,60
Yerba~mate~chlorosis~associated~virus~isolate~Montecarlo,7
Capuchin~monkey~hepatitis~B~virus~isolate~M12,4
Eupatorium~yellow~vein~virus~Japan:~Kagawa:~Tomato:~1997~DNA,3
Escherichia~phage~phiWec193~DNA,221
Polyscias~mosaic~virus~isolate~AR3,3
TPA_asm:~SsRNA~phage~SRR7976310_7~genomic~sequence,3
Desmodium~mottle~virus~isolate~UG5~segment~DNA~A,7
Sewage~associated~gemycircularvirus~7b~isolate~BS3972,3
Gopherus~associated~genomovirus~1~isolate~Tor2_591165,3
Rosellinia~necatrix~mycovirus~strain~KACC40168~structural~gag~protein~and~RNA~dependent~RNA~polymerase~genes,3
Klebsiella~phage~vB_KpnM_IME346,80
Prochlorococcus~phage~P~SSM3~genomic~sequence,232
Human~papillomavirus~type~119,6
Cod~iridovirus~isolate~GAM14001,100
Norway~phlebovirus~1~isolate~NOR~A2~Bronnoya~2014~RNA~dependent~RNA~polymerase~gene,2
MAG:~Avonheates~virus~SG_61,6
Mycobacterium~phage~Taheera,58
Gemycircularvirus~HV~GcV2,4
Simian~adenovirus~35~(bonobo),37
Influenza~D~virus~(D~swine~Oklahoma~1334~2011)~segment~1~polymerase~PB2~(PB2)~gene,7
Boraceia~virus~segment~2_S,3
Synechococcus~phage~Bellamy,257
Gammapapillomavirus~HPV127,6
Dioscorea~bacilliform~TR~virus~strain~DBV9,3
MAG:~Anelloviridae~sp.~isolate~ctdb009,2
Salmonella~phage~polluks,161
TPA_asm:~SsRNA~phage~EMS014~genomic~sequence,4
Pariacato~virus~chromosome~RNA1,3
Gemycircularvirus~sp.~strain~BS50~Hun~2013,3
Maize~yellow~striate~virus,9
Klebsiella~phage~vB_KpnP_SU503,54
Sulfolobus~spindle~shaped~virus~5,28
Bark~beetle~associated~genomovirus~3~isolate~BbaGV~3_US~AB02_1323~2014,4
Salmonella~phage~vB_SalM_PM10,207
TPA_asm:~SsRNA~phage~Esthiorhiza.1_4~genomic~sequence,3
TPA_asm:~SsRNA~phage~SRR6255513_1~genomic~sequence,3
Vibrio~phage~1.204.O._10N.222.46.F12,55
Sunflower~ring~blotch~virus~isolate~Chaco,1
Shigella~phage~75~02~Stx,76
Escherichia~phage~phi~G17,80
Arthrobacter~phage~Liebe,66
Streptococcus~phage~STP1,42
MAG:~TTV~like~mini~virus~isolate~SAfiA~628~47,2
Staphylococcus~phage~phiETA~DNA,65
TPA_asm:~SsRNA~phage~Zoerhiza.1_4~genomic~sequence,4
American~grass~carp~reovirus~segment~1,13
Klebsiella~phage~vB_KpnS~VAC8,76
Gerbera~capillovirus~A~isolate~Bonghwa~putative~polyprotein~and~putative~movement~protein~genes,1
Salmonella~phage~vB_SenS_PVP~SE2,58
Mycobacterium~phage~Yunkel11,96
Rio~Bravo~virus,1
Wenling~fish~chu~like~virus~strain~XQTMS36511~L~protein~(QKL89_gp1),5
Melon~aphid~borne~yellows~virus,4
Akhmeta~virus~isolate~Akhmeta_2013~88,204
Streptococcus~phage~SW14,45
Aedes~pseudoscutellaris~reovirus~segment~1,10
Erethizon~dorsatum~papillomavirus~type~1,7
Pigeonpea~sterility~mosaic~virus~2~segment~RNA1,6
Sweet~potato~leaf~curl~South~Carolina~virus,4
Helicoverpa~armigera~nucleopolyhedrovirus~G4,134
Corynebacterium~phage~Darwin,85
Sweet~potato~feathery~mottle~virus,1
MAG:~Guiyang~fiers~like~virus~5~isolate~SSQBGZ43~maturation~protein,3
Pestivirus~giraffe~1~H138~complete~genome,1
Ferret~hepatitis~E~virus~genomic~RNA,2
Gabek~Forest~virus~isolate~Sud~AN~754~61~segment~L,4
Rhizoctonia~cerealis~mitovirus~isolate~R1084~RNA~dependent~RNA~polymerase~gene,1
TPA_asm:~SsRNA~phage~Gephyllon.3_3~genomic~sequence,3
TPA_asm:~SsRNA~phage~Esthiorhiza.2_34~genomic~sequence,3
Irkut~virus,6
Lactococcus~phage~sk1,56
Cressdnaviricota~sp.~isolate~17489x12_563,2
Barley~stripe~mosaic~virus~RNA~1,6
Olive~mild~mosaic~virus,4
MAG:~Leviviridae~sp.~isolate~s59~k141_194477_2~maturation~protein~gene,4
Burkholderia~phage~AH2,78
Bark~beetle~associated~genomovirus~1~isolate~BbaGV~1_US~AB02_739~2014,3
Laibin~virus~isolate~BT33~segment~L,5
Arabidopsis~thaliana~copia~like~retrotransposon~AtRE1~gene~for~polyprotein,5
Circoviridae~TaCV2,5
Guadeloupe~Culex~rhabdovirus~strain~2017~PB~CQM~1~3,6
Salmonella~phage~38,258
Cardamom~bushy~dwarf~virus~clone~Fr~60~segment~M,6
Pectobacterium~phage~Nobby,55
TPA_asm:~SsRNA~phage~Gerhypos.1_8~genomic~sequence,3
Rattus~norvegicus~papillomavirus~3~isolate~Rat_60S,7
TPA_asm:~SsRNA~phage~SRR6960803_10~genomic~sequence,3
Rotavirus~F~chicken~03V0568~DEU~2003~segment~6,11
Human~papillomavirus~ORF~E6,6
Human~papillomavirus~type~98,6
Agave~tequilana~virus~1~N~(QKT51_gp1),6
MAG:~Leviviridae~sp.~isolate~166~k141_270413~genomic~sequence,3
Sweet~potato~leaf~curl~virus~DNA~A,4
Human~papillomavirus~~~18,8
UR2~sarcoma~virus,2
Pepper~leaf~curl~Bangladesh~virus~isolate~India~Coimbatore~Chilli~2008~segment~DNA~A,3
Citrobacter~phage~phiCFP~1,47
Streptomyces~phage~Amela,75
MAG:~Arizlama~virus~isolate~AZLM_985,3
Uncultured~phage_MedDCM~OCT~S31~C1~DNA,43
Vicia~cryptic~virus~coat~protein~(CP)~gene,1
Salmonella~phage~f18SE,61
MAG:~Cressdnaviricota~sp.~isolate~ctdb57,2
Cryphonectria~parasitica~mitovirus~1~NB631,4
MAG:~Leviviridae~sp.~isolate~H1_Bulk_28_FD_scaffold_73~hypothetical~protein~(H1Bulk28FD73_000001)~gene,6
Human~papillomavirus~type~122,6
Crassostrea~ariakensis~ambidensovirus~1~strain~CH~OY~1~NS3,3
Mikumi~yellow~baboon~virus~1~isolate~MYBV_M58,10
Staphylococcus~phage~80alpha,67
MAG:~TTV~like~mini~virus~isolate~SAfiA~6~11,3
MAG:~Bacteriophage~sp.~isolate~2539_124961,49
Mycobacterium~phage~Adephagia,92
Human~papillomavirus~type~49,6
Leclercia~phage~10164~302,46
Mycobacterium~phage~Mutaforma13,101
Xanthomonas~phage~Xf409,13
Sulfolobus~islandicus~rod~shaped~virus~8,61
Simian~adenovirus~45,32
Daphne~virus~Y~isolate~SK,2
Blechomonas~juanalfonzi~Leishmaniavirus~like~RNA~virus~1~strain~OSU4~capsid~RdRp~fusion~protein~and~putative~coat~protein~genes,2
Croton~golden~mosaic~virus~isolate~Florida~Valle~2014~segment~DNA~A,6
Escherichia~phage~P694,51
Northern~red~backed~vole~stool~associated~circular~virus~11~isolate~MR~11,3
Euphorbia~caput~medusae~latent~virus,5
Banna~virus~segment~1,13
Sigmofec~virus~UA08Rod_19468,2
Enterobacteria~phage~Qbeta,5
Odonatan~chu~related~virus~OKIAV137~RdRp,4
Hypericum~japonicum~associated~circular~DNA~virus~isolate~VNHJ1W,3
Wenling~triplecross~lizardfish~paramyxovirus~strain~XYHYC179963~nucleoprotein,7
MAG:~Genomoviridae~sp.~isolate~ctcj747,2
Passerine~adenovirus~1~isolate~AU2787,35
Mycobacterium~phage~Bruns,93
Escherichia~phage~ZL19,71
Cronobacter~phage~Dev~CD~23823~complete~sequence,47
Grapevine~Pinot~gris~virus~complete~genome,3
Salmonella~phage~SP01,165
Sweet~potato~leaf~curl~virus~isolate~SPLCV~PEBR:PV:08,4
Sewage~associated~gemycircularvirus~2~isolate~BS3911,4
MAG:~Leviviridae~sp.~isolate~270~k141_293731~genomic~sequence,3
Macacine~herpesvirus~3,198
Human~papillomavirus~type~135,6
Rhizobium~phage~RHph_X2_28B,103
Rodent~Torque~teno~virus~1~isolate~AS_WM1_Sp_1,4
Human~papillomavirus~type~114,7
Parainfluenza~virus~5~strain~W3A,8
Staphylococcus~phage~vB_SauM_Remus,187
MAG:~Leviviridae~sp.~isolate~35~k141_153231,3
UNVERIFIED:~Yersinia~phage~GMS190,40
Okra~yellow~vein~mosaic~virus,5
Pseudomonas~phage~NP1,75
Enterococcus~phage~phiEF24C~P2~DNA,214
Carrot~necrotic~dieback~virus~strain~Anthriscus,1
CrAssphage~cr53_1,162
Escherichia~phage~EC6098,6
Plasmopara~viticola~lesion~associated~mononegaambi~virus~9~isolate~DMG~B_Contig8~RNA~dependent~RNA~polymerase~(QKO33_gp1)~gene,1
Human~echovirus~1~(strain~Bryson)~capsid~polyprotein~gene,1
Bulbul~coronavirus~HKU11~934,9
Bat~astrovirus~Hp~Guangxi~LC03~2007~capsid~protein~precursor~(ORF2)~gene,1
Bovine~papillomavirus~3,5
Escherichia~phage~vB_EcoM_FFH2,216
Escherichia~phage~vB_EcoS_FFH1,159
MAG:~Xinjiang~varicosa~like~virus~isolate~237~k141_63393~segment~1,7
MAG:~Leviviridae~sp.~isolate~242~k141_173081~genomic~sequence,4
Staphylococcus~phage~phiSa2wa_st78,65
Lycopersicon~esculentum~copia~like~retrotransposon~ToRTL1,12
Golden~Gate~virus~segment~L,3
Tomato~leaf~curl~Taiwan~virus~isolate~LJC14~2~segment~DNA~A,4
Human~papillomavirus~type~11~(HPV~11)~complete~genome,8
Tortoise~genomovirus~17~isolate~Tor_SP_110,4
Tomato~leaf~curl~Bangalore~virus,3
Rhizoctonia~mitovirus~1~RS002~RNA~dependent~RNA~polymerase~gene,1
Chim~virus~strain~LEIV~858Uz~segment~L~RNA~dependent~RNA~polymerase~gene,1
Burkholderia~phage~Milagro,46
Rabbit~hemorrhagic~disease~virus~FRG,2
Salmonella~phage~S118,202
Tomato~leaf~curl~Sudan~virus~~~Gezira,4
Planococcus~citri~densovirus,4
Bacteriophage~T5~like~saus132,188
Torque~teno~midi~virus~5~DNA,2
Pepper~mild~mosaic~virus~segment~RNA1,2
TPA_asm:~SsRNA~phage~Gephyllon.1_18~genomic~sequence,3
Adelie~penguin~polyomavirus~isolate~AdPyV_Crozier_2012,4
Maize~stripe~virus~RNA~3~nonstructural~protein~(NS~3)~and~nucleocapsid~protein~(N)~genes,7
Mycobacterium~phage~Mercurio,62
Schistocephalus~solidus~toti~like~virus~2~isolate~SsTV2~SsAE,2
Circovirus~sp.~isolate~yc~15,2
Elderberry~carlavirus~D~isolate~EBCVD,5
California~sea~lion~adenovirus~1~strain~Zc11~030,28
TPA_asm:~SsRNA~phage~Zoerhiza.2_23~genomic~sequence,3
Narcissus~symptomless~virus,6
Escherichia~phage~vB_EcoP_GA2A,56
Escherichia~phage~vB_EcoM_Bp10,71
Streptococcus~phage~SWK3,40
Serratia~phage~SM9~3Y,49
Pseudomonas~phage~VCM~genome~assembly~VCM,172
Puma~lentivirus~14~(gag),4
Dulcamara~mottle~virus,3
Tanga~virus~segment~S,3
MAG:~Arizlama~virus~isolate~AZLM_927,2
Streptococcus~phage~CHPC877,50
Aeromonas~phage~50AhydR13PP,236
Red~crowned~crane~parvovirus~isolate~yc~7,5
Mastomys~natalensis~polyomavirus~1~DNA,5
Peach~virus~D~isolate~SK,1
Anhembi~virus~strain~SPAr2984~polyprotein~gene,2
Escherichia~phage~DTL,72
Karang~Sari~virus~strain~JKT10701,6
Porcine~associated~porprismacovirus~isolate~17499x80_1385,4
Streptococcus~phage~P7133,38
Porcine~lymphotropic~herpesvirus~3~isolate~489~long~unique~region,41
Giant~panda~anellovirus~strain~gpan21066,2
Plutella~xylostella~granulovirus,119
TPA_asm:~SsRNA~phage~Zoerhiza.1_20~genomic~sequence,3
Plasmopara~viticola~lesion~associated~ourmia~like~virus~17~isolate~DMG~E_18335~RNA~dependent~RNA~polymerase~(QKR27_gp1)~gene,1
Erwinia~phage~PEar6,10
Streptococcus~phage~P9853,40
Vernonia~yellow~vein~virus~DNA~A,3
Plasmopara~viticola~lesion~associated~botybirna~1~isolate~DMG~B_DN55388~segment~RNA1~RNA~dependent~RNA~polymerase~gene,2
Opossum~tetraparvovirus~isolate~4113~nonstructural~protein~1~and~capsid~protein~1~genes,2
Magnaporthe~oryzae~botourmiavirus~6~RNA~dependent~RNA~polymerase~gene,2
Giant~panda~polyomavirus~isolate~GPPyV1,4
Ralstonia~phage~RSBg,11
Sripur~virus~nucleoprotein,7
Blueberry~shoestring~virus~genomic~RNA,4
Muscovy~duck~parvovirus,2
MAG:~Fushun~levivirus~4~isolate~EHMFS262,3
Erwinia~phage~pEa_SNUABM_1,333
Shigella~phage~pSf~2,79
Cassava~Torrado~like~virus~isolate~Yop_12~segment~RNA1,3
TPA_asm:~Triticum~virus~1~segment~RNA1~genomic~sequence,5
Hybrid~snakehead~virus~isolate~C1207,5
Bovine~adenovirus~type~5~hexon~gene,1
Cotton~leaf~curl~Multan~virus,4
Parabovirus~A1~strain~Longwan~Rn37~polyprotein~gene,1
Uncultured~Caudovirales~phage~clone~2F_1,42
TPA_asm:~SsRNA~phage~ESO000~genomic~sequence,5
Mycobacterium~phage~Gengar,88
Penguin~circovirus~isolate~Croz_chick,2
Zea~mays~retrotransposon~Opie~2~5~LTR,8
CRESS~virus~sp.~isolate~ctsVI820,2
MAG:~Leviviridae~sp.~isolate~s59~k141_563323~genomic~sequence,4
Tusavirus~1~strain~Tu491~NS1,2
Enterobacteria~phage~Min27,93
Sewage~associated~circular~DNA~virus~20~isolate~SaCV~20_NZ~BS3900~2012,2
Torque~teno~virus~4,2
Aeromonas~phage~pAh6.2TG,67
MAG:~Smacoviridae~sp.~isolate~164Smaco~1,3
Klebsiella~phage~2044~307w,47
Broad~bean~mottle~virus~RNA~3,4
Yongjia~Tick~Virus~1~strain~YJ1~1~RNA~dependent~RNA~polymerase~(L)~gene,2
Actinidia~seed~borne~latent~virus~isolate~01227,3
Miniopterus~bat~coronavirus~HKU8,8
TPA_asm:~SsRNA~phage~SRR5466725_11~genomic~sequence,3
TPA_asm:~SsRNA~phage~Gephyllon.4_9~genomic~sequence,4
TPA_asm:~SsRNA~phage~SRR7976299_3~genomic~sequence,3
Proteus~phage~pPM_01,64
Streptomyces~phage~Pablito,76
Fusarium~sambucinum~victorivirus~1~Fs2242v~genomic~RNA,2
Herr~Frank~virus~1~isolate~N171~16_HFrV~1,4
TPA_asm:~SsRNA~phage~Esthiorhiza.4_9~genomic~sequence,3
Colletotrichum~camelliae~filamentous~virus~1~segment~RNA~1,8
TPA_asm:~SsRNA~phage~SRR7976301_12~genomic~sequence,4
Ugandan~cassava~brown~streak~virus~strain~Ugandan,1
Mycobacterium~phage~Spartacus,106
Cedar~virus~isolate~CG1a,6
Chicken~genomovirus~mg4_1218,2
Marine~RNA~virus~SF~3~polyprotein~gene,1
Narangue~virus~strain~Mati1754~2~segment~L~genomic~sequence,3
MAG:~Leviviridae~sp.~isolate~154~k141_396282,3
Cherry~virus~F~isolate~Stac~3B_C12~segment~RNA1,3
Penicillium~digitatum~polymycoviruses~1~segment~1,4
Panicum~streak~virus~isolate~G_YT_Coc_g385,3
Gordonia~phage~Tanis,87
Pseudomonas~phage~M5.1,171
Cotesia~rubecula~bracovirus~clone~1~cystatin~gene,4
Chickpea~redleaf~virus,4
North~Creek~virus~nucleoprotein~(N)~gene,4
Rhizoctonia~solani~mitovirus~26~putative~RNA~dependent~RNA~polymerase~gene,1
Rhesus~adenovirus~51,35
MAG:~Lactobacillus~phage~ViSo~2018a,82
Escherichia~coli~bacteriophage~rv5,212
TPA_asm:~SsRNA~phage~SRR6050738_3~genomic~sequence,4
Crane~hepatitis~B~virus~preS~S~gene~for~preS~surface~protein~and~pol~gene~for~polymerase,2
Taiyi~bat~virus~isolate~958,5
Salmonella~phage~L6jm,174
Zucchini~green~mottle~mosaic~virus,4
Gordonia~phage~Nordenberg,80
Pepper~cryptic~virus~1~isolate~Jal~01~segment~RNA1,3
Lactococcus~phage~63302,52
Lactococcus~phage~SL4,51
Yellow~breasted~capuchin~simian~foamy~virus~isolate~Z17,6
Helicoverpa~armigera~NPV,136
Mycobacterium~phage~FlagStaff,61
TPA_asm:~SsRNA~phage~SRR6960799_19~genomic~sequence,3
Plant~associated~genomovirus~5~isolate~GnPB1669_106,3
Diachasmimorpha~longicaudata~entomopoxvirus,236
Buenaventura~virus~strain~CoAr3319~L~protein~gene,5
Sida~yellow~golden~mosaic~virus~DNA~A,6
Synechococcus~phage~S~SZBM1,209
MAG:~Leviviridae~sp.~isolate~85~k141_212488,3
MAG:~Cressdnaviricota~sp.~isolate~fla04cir2,2
Escherichia~phage~vB_Eco_Sip~genome~assembly,83
Burkholderia~phage~BcepNazgul,71
Hubei~diptera~virus~22~strain~SCM45279~hypothetical~protein~1~and~hypothetical~protein~2~genes,2
Chelonian~orthoreovirus~strain~CH1197~96~lambda~A~gene,11
Colletotrichum~gloeosporioides~ourmia~like~virus~1~strain~T2~RNA~dependent~RNA~polymerase~(QKN44_gp1)~gene,1
Pseudomonas~phage~PPSC2,177
Elk~circovirus~Banff~2019,2
TPA_asm:~SsRNA~phage~Zoerhiza.3_1~genomic~sequence,5
TPA_asm:~SsRNA~phage~SRR6960509_10~genomic~sequence,3
Lactococcus~Phage~ASCC532,57
MAG:~Adenoviridae~sp.~isolate~sis058ade1~genomic~sequence,32
Hemisteptia~virus~A~isolate~SKD,4
Pantoea~phage~vB_PagM_SSEM1,80
Bacillus~phage~z1a,56
Enterobacteria~phage~alpha3,10
Hyacinth~mosaic~virus~isolate~Nannup~BC28,2
Mojiang~virus~isolate~Tongguan1,7
TPA_asm:~Centaurea~virus~1~segment~RNA1~genomic~sequence,6
Fusarium~oxysporum~mymonavirus~1~isolate~LJ3~3,5
Tobacco~yellow~crinkle~virus~DNA~A,6
Staphylococcus~phage~CSA13,19
Bipolaris~oryzae~hypovirus~1~isolate~ES35,1
Salmonella~phage~vB_SenS_S124,163
Shuangao~Insect~Virus~1~strain~QSA02~RNA~dependent~RNA~polymerase~(L)~gene,3
TPA_asm:~SsRNA~phage~Gerhypos.2_40~genomic~sequence,3
MAG:~Leviviridae~sp.~isolate~35~k141_293298~genomic~sequence,4
Escherichia~phage~AnYang,270
Sequence~65~from~Patent~WO2009073104,35
TPA_asm:~SsRNA~phage~Gerhypos.4_13~genomic~sequence,4
Porcine~enterovirus~9~strain~UKG~410~73~polyprotein~gene,1
Bat~associated~circovirus~2~isolate~XOR7,2
TPA_asm:~SsRNA~phage~SRR6960799_10~genomic~sequence,3
Salmonella~phage~iEPS5,72
MAG:~Leviviridae~sp.~isolate~376R~k141_877537~genomic~sequence,4
Enterobacteria~phage~ATK47,270
Cervus~elaphus~papillomavirus~type~2,6
Bat~mastadenovirus~WIV13,26
Faecal~associated~gemycircularvirus~11,3
Hemipteran~phasma~related~virus~OKIAV247~segment~L~genomic~sequence,5
Western~grey~kangaroopox~virus~strain~Western~Australia,136
Orchid~fleck~virus~genomic~RNA,6
Caulobacter~phage~CcrPW,492
Escherichia~phage~vB_EcoS_PHB17,77
Arabidopsis~thaliana~retrotransposon~Endovir1~1,4
Plantago~mottle~virus,2
MAG:~Leviviridae~sp.~isolate~s59~k141_712336,3
Torque~teno~felis~virus,4
Avian~paramyxovirus~22~isolate~APMV~dove~Taiwan~AHRI33~2009,8
Botrytis~cinerea~fusarivirus~3~isolate~BCS15_DN2871,2
Antarctic~circular~DNA~molecule~isolate~CAA_003_V_32,2
